vid_title,vid_id,category,duration,views,likes,url
The Silent Mind  - 5 Minute Guided Meditation,dqnFLp1W3Co,Meditation,6.87,13657,108,https://www.youtube.com/watch?v=dqnFLp1W3Co
5 Minute Abundance Meditation: Favorite from Meditation Masters By Jason Stephenson,6AkEAKtL7a8,Meditation,5.02,358635,4064,https://www.youtube.com/watch?v=6AkEAKtL7a8
5 Minute Guided Meditation to Start the Day,YMQZ_3MIpQs,Meditation,5.35,34149,869,https://www.youtube.com/watch?v=YMQZ_3MIpQs
&quot;Guided Meditation&quot;  A 5 Minute Meditation to Relax the Body and Mind,Ob6B-SZtKVQ,Meditation,5.63,13640,44,https://www.youtube.com/watch?v=Ob6B-SZtKVQ
Mindfulness Meditation - Guided 10 Minutes,6p_yaNFSYao,Meditation,9.8,10940296,83825,https://www.youtube.com/watch?v=6p_yaNFSYao
A Ten Minute Guided Meditation to Clear Your Mind,ez3GgRqhNvA,Meditation,10.15,209222,5570,https://www.youtube.com/watch?v=ez3GgRqhNvA
A Powerful 10 Minute Guided Meditation,sJH6_ZbgeWQ,Meditation,9.93,2896892,26891,https://www.youtube.com/watch?v=sJH6_ZbgeWQ
Positive Energy 10 minute Guided Meditation,M6dCovaOono,Meditation,10.05,530735,14960,https://www.youtube.com/watch?v=M6dCovaOono
Feel Amazing 10 Minute Guided Meditation,LNLfDbH6GJs,Meditation,10.17,54481,2447,https://www.youtube.com/watch?v=LNLfDbH6GJs
A Refreshing 10 Minute Guided Meditation,YRO7hxAPS2o,Meditation,10.03,44927,1711,https://www.youtube.com/watch?v=YRO7hxAPS2o
10 Minute Chakra Balance Guided Meditation for Positive Energy,jeGT1VXwfx4,Meditation,10.52,5234363,83922,https://www.youtube.com/watch?v=jeGT1VXwfx4
You Are Limitless ~ 10 Minute Guided Meditation,F527mr-GgIg,Meditation,10.7,81730,2620,https://www.youtube.com/watch?v=F527mr-GgIg
DEEP RELAXATION: Guided 10 Minute Visualisation Meditation,GZiXPBGxKSE,Meditation,10.38,179930,2220,https://www.youtube.com/watch?v=GZiXPBGxKSE
Daily Calm | 10 Minute Mindfulness Meditation | Be Present,ZToicYcHIOU,Meditation,10.52,3484162,41465,https://www.youtube.com/watch?v=ZToicYcHIOU
Calm Your Mind - Present Moment 10 Minute Guided Meditation,dxCmHe-HuvQ,Meditation,10.12,76490,1941,https://www.youtube.com/watch?v=dxCmHe-HuvQ
Guided Morning Meditation | 10 Minutes To Start Every Day Perfectly ☮,FGO8IWiusJo,Meditation,10.58,983825,23944,https://www.youtube.com/watch?v=FGO8IWiusJo
10 Minute Guided Meditation for Becoming More Mindful.,Evgx9yX2Vw8,Meditation,10.13,37856,1667,https://www.youtube.com/watch?v=Evgx9yX2Vw8
Release Anxiety Stress &amp; Overthinking Guided Meditation 10 Minutes,EpVFSti0Ydg,Meditation,10.52,883019,11685,https://www.youtube.com/watch?v=EpVFSti0Ydg
Be Present Guided Meditation 10 minutes of Mindfulness,h41b3SGvy40,Meditation,10.03,78390,1835,https://www.youtube.com/watch?v=h41b3SGvy40
Become Fully Present &amp; Calm with this Guided 10 Minute Mindfulness Meditation,L5tkqaKiryE,Meditation,10.02,589164,8286,https://www.youtube.com/watch?v=L5tkqaKiryE
10 Minute Guided Imagery Meditation | City of Hope,t1rRo6cgM_E,Meditation,10.97,1688604,15104,https://www.youtube.com/watch?v=t1rRo6cgM_E
Mental Clarity &amp; Focus ~ 10 Minute Guided Meditation,YFRZI3xMovM,Meditation,10.33,63684,2382,https://www.youtube.com/watch?v=YFRZI3xMovM
LISTEN EVERY DAY! 10 Minute Guided Meditation To Find Peace In Uncertain Times,6cLfBgMuv6U,Meditation,12.42,112797,3579,https://www.youtube.com/watch?v=6cLfBgMuv6U
Daily Calm | 10 Minute Mindfulness Meditation | Letting Go,syx3a1_LeFo,Meditation,10.58,1216894,15157,https://www.youtube.com/watch?v=syx3a1_LeFo
Relax Deeply into Your Inner Stillness ~ 10 Minute Guided Meditation,jBQNWkbl2_w,Meditation,10.52,463250,4363,https://www.youtube.com/watch?v=jBQNWkbl2_w
10 Minute Deep &amp; Powerful Higher Self Guided Meditation,PIFEPX0C__s,Meditation,10.52,1710304,21308,https://www.youtube.com/watch?v=PIFEPX0C__s
Keeping Positive ~ A 10 Minute Guided Meditation,CwnIngHm3GE,Meditation,10.52,45064,1628,https://www.youtube.com/watch?v=CwnIngHm3GE
Morning Positive Affirmations ~ A 10 minute guided meditation,2l8WD4U4KMk,Meditation,10.02,45287,2212,https://www.youtube.com/watch?v=2l8WD4U4KMk
10 Minute Guided Meditation For Beginners By Gurudev Sri Sri Ravi Shankar | Beginners Meditation,TWbiDzi-rQc,Meditation,10.02,504313,0,https://www.youtube.com/watch?v=TWbiDzi-rQc
10-Minute Meditation For Anxiety,O-6f5wQXSu8,Meditation,10.35,2630137,66524,https://www.youtube.com/watch?v=O-6f5wQXSu8
10 Minute Morning Guided Meditation for Positive Energy,Yjh_sDNL1Ac,Meditation,10.3,99924,3672,https://www.youtube.com/watch?v=Yjh_sDNL1Ac
Feeling Full of Unconditional Happiness ~ 10 minute guided meditation,RqxVzWM8fLU,Meditation,10.03,28697,1233,https://www.youtube.com/watch?v=RqxVzWM8fLU
Refresh Your Mind ~ Restore your Body ~ 10 minute guided meditation,N6eBka6x2ck,Meditation,10.03,39451,1487,https://www.youtube.com/watch?v=N6eBka6x2ck
"10 Minute Morning Meditation for Clarity, Stability, and Presence | Goop",OccjH_2ddQc,Meditation,10.37,815154,0,https://www.youtube.com/watch?v=OccjH_2ddQc
Productive Morning 10 minute guided meditation,c2hW7L0LISM,Meditation,10.25,82112,3021,https://www.youtube.com/watch?v=c2hW7L0LISM
10 Minute Guided Meditation for Inner Peace and Relaxation,Xx6gj6RLRdg,Meditation,10.92,571,34,https://www.youtube.com/watch?v=Xx6gj6RLRdg
Mindfulness Meditation: Guided 10 Minutes. . .  2019 &quot;Deep-Relax&quot; Edition,fJ_3m3aCy5Q,Meditation,10.68,199161,1777,https://www.youtube.com/watch?v=fJ_3m3aCy5Q
Daily Calm | 10 Minute Mindfulness Meditation | Self Soothing,Xl_B45DpMLU,Meditation,10.13,713055,8225,https://www.youtube.com/watch?v=Xl_B45DpMLU
Manifesting Success in Your Life ~ 10 Minute Guided Meditation,_sxCCYPw4AE,Meditation,10.37,23366,1087,https://www.youtube.com/watch?v=_sxCCYPw4AE
10 min Guided Meditation for Self-Love and Compassion with Alli Simon,3UW-x4Hixa0,Meditation,10.85,171464,3423,https://www.youtube.com/watch?v=3UW-x4Hixa0
Planting Seeds of Gratitude 10 Minute Guided Meditation,pibReYQEC10,Meditation,10.37,38420,1250,https://www.youtube.com/watch?v=pibReYQEC10
"10 Minute Guided Meditation to ease Anxiety Worry, Overthinking &amp; Urgency | Soothing Calm | POWERFUL",xoYnqvadurg,Meditation,9.9,4175081,21345,https://www.youtube.com/watch?v=xoYnqvadurg
Let Go &amp; Relax 10 Min Guided Meditation,uhkRjE3Ny84,Meditation,10.68,483152,6555,https://www.youtube.com/watch?v=uhkRjE3Ny84
Feel Amazing 10 Minute Guided Meditation,hADTMwySEng,Meditation,10.35,188246,2647,https://www.youtube.com/watch?v=hADTMwySEng
Mindfulness Meditation - Guided (Breathing) 10 Minutes,eE5Mnqu0QY0,Meditation,10.25,70564,1178,https://www.youtube.com/watch?v=eE5Mnqu0QY0
Trust in Life ~ 10 Minute Guided Meditation,Thnh2P4CECc,Meditation,10.02,85624,1789,https://www.youtube.com/watch?v=Thnh2P4CECc
Positivity &amp; Abundance Guided Meditation 10 Minute,KCgVHFk3-lM,Meditation,10.52,306767,4411,https://www.youtube.com/watch?v=KCgVHFk3-lM
10 Minute Guided Meditation Everyone Needs to Practice,MCYM1VtVb3A,Meditation,10.2,955963,9543,https://www.youtube.com/watch?v=MCYM1VtVb3A
10 Minute Guided Meditation for Focus,ausxoXBrmWs,Meditation,10.68,93797,4116,https://www.youtube.com/watch?v=ausxoXBrmWs
10 Minute Guided Meditation to Reduce Anxiety and Stress  / Mindfulness / Mindful Movement,217ensSqsTM,Meditation,9.92,117364,2126,https://www.youtube.com/watch?v=217ensSqsTM
Becoming One with Everything ~10 Minute Guided Meditation,jVTWQ6stp58,Meditation,10.03,37002,1431,https://www.youtube.com/watch?v=jVTWQ6stp58
Breathing Practice - 10 Minute Guided Meditation,iuv5EomIA9s,Meditation,12.23,289444,2052,https://www.youtube.com/watch?v=iuv5EomIA9s
Clear Mind Present Moment 10 Minute Mindfulness Guided Meditation,t6uvlMPglqE,Meditation,10.02,201165,4027,https://www.youtube.com/watch?v=t6uvlMPglqE
Let Your Inner Light Shine 10 Minute Guided Meditation for positive energy,-0O3LjMYqYc,Meditation,10.07,31483,1377,https://www.youtube.com/watch?v=-0O3LjMYqYc
15 Minute Guided Meditation To Find Peace In Uncertain Times,W19PdslW7iw,Meditation,16.1,1361713,28225,https://www.youtube.com/watch?v=W19PdslW7iw
Relaxing 15 Minute Guided Meditation for Balancing  / Mindful Movement,G6oLzlxHd3E,Meditation,15.03,379436,5702,https://www.youtube.com/watch?v=G6oLzlxHd3E
15 Minute Guided Meditation ~ Relaxed Body Relaxed Mind,W8a3T8pI9Ns,Meditation,15.13,882351,8574,https://www.youtube.com/watch?v=W8a3T8pI9Ns
15 Minute Guided Meditation  ♥ Mindfully Heal Yourself From The Inside Out,p29mwfzpNc4,Meditation,16.62,658402,13754,https://www.youtube.com/watch?v=p29mwfzpNc4
15 Minute Guided Meditation for Positive Energy &amp; Releasing Fear | davidji,q0lsuZOUIGE,Meditation,15.65,6468,311,https://www.youtube.com/watch?v=q0lsuZOUIGE
"15 Minute Super Deep Meditation Music: Relax Mind Body, Inner Peace, Relaxing Music, ☯2563B",aIIEI33EUqI,Meditation,15.02,21271242,167227,https://www.youtube.com/watch?v=aIIEI33EUqI
Just Be In The Moment ~ 15 Minute Guided Meditation,XJhfNuFrKYA,Meditation,15.77,25583,853,https://www.youtube.com/watch?v=XJhfNuFrKYA
"15 minute Guided Meditation Abundance, Balance &amp; Freedom",3r-CRbY6g7s,Meditation,16.28,1234706,17146,https://www.youtube.com/watch?v=3r-CRbY6g7s
15 Minute Guided Meditation for Mindfulness,JQE-XQkisp8,Meditation,15.35,4692,139,https://www.youtube.com/watch?v=JQE-XQkisp8
15 Minute Guided Meditation | Strength &amp; Grounding In Stressful Times,z0GtmPnqAd8,Meditation,15.48,232267,5854,https://www.youtube.com/watch?v=z0GtmPnqAd8
15 Minute Guided Meditation | Clear &amp; Calm The Mind In Uncertain Times,a2pZOIzbp7Q,Meditation,16.1,419758,10756,https://www.youtube.com/watch?v=a2pZOIzbp7Q
15 Minute Guided Imagery Meditation Exercise | City of Hope,qcdbCphVa1g,Meditation,15.08,96172,712,https://www.youtube.com/watch?v=qcdbCphVa1g
15 Minute Meditation for Stress Relief and Building Confidence / Mindful Movement,-KMngzCWgTw,Meditation,14.72,557895,7944,https://www.youtube.com/watch?v=-KMngzCWgTw
Relax into This Present Moment: A 15 Minute Guided Mindfulness Meditation,GGn1Vhdv0jw,Meditation,14.92,152027,2556,https://www.youtube.com/watch?v=GGn1Vhdv0jw
The Guided Meditation You Need  ♥ 15 Minute Mindfulness,e2_4xrVt4hs,Meditation,14.85,360060,6147,https://www.youtube.com/watch?v=e2_4xrVt4hs
15 Minute Guided Meditation for Deep Relaxation (Good for Sleep!) | davidji,y85wz_5XmhE,Meditation,14.52,4459,168,https://www.youtube.com/watch?v=y85wz_5XmhE
Guided Mindfulness Meditation for the Morning: Starting the Day (15 minutes),sWrgKDzM0LU,Meditation,15.02,996276,11651,https://www.youtube.com/watch?v=sWrgKDzM0LU
Cultivate an Attitude of Gratitude with this 15 Minute Guided Meditation  / Mindful Movement,M6SHrfnaIoY,Meditation,15.83,115275,2205,https://www.youtube.com/watch?v=M6SHrfnaIoY
Powerful yet Simple 15 minute Guided Meditation,A5dg4cFi7Ks,Meditation,15.22,75258,869,https://www.youtube.com/watch?v=A5dg4cFi7Ks
15-Minute Meditation For Self Love,itZMM5gCboo,Meditation,15.35,678618,20837,https://www.youtube.com/watch?v=itZMM5gCboo
15 Minute Universal Connection Guided Meditation,UKP5oDZN1Fs,Meditation,15.1,112261,2467,https://www.youtube.com/watch?v=UKP5oDZN1Fs
15 Minute Guided Meditation for Focus,CTS6E_0oAJg,Meditation,15.63,21873,748,https://www.youtube.com/watch?v=CTS6E_0oAJg
"Hypnosis for Inner Peace (15 Minute Guided Meditation, Music Relax Mind Body Anxiety Calm)",td6BhfC7Xwk,Meditation,15.02,466609,6109,https://www.youtube.com/watch?v=td6BhfC7Xwk
15-minute meditation: Body scan,T0nuKBVQS7M,Meditation,15.45,1885401,12961,https://www.youtube.com/watch?v=T0nuKBVQS7M
15 Minute Version Mindful Meditation - Guided,5dIPnf47rPY,Meditation,15.02,55036,686,https://www.youtube.com/watch?v=5dIPnf47rPY
15 Minute Meditation to Develop a Positive Internal Dialogue / Mindful Movement,lmPIMDPRJ2c,Meditation,15.5,343929,5397,https://www.youtube.com/watch?v=lmPIMDPRJ2c
MEDITATION - 15 Minute Guided Meditation to Reduce Stress,OHQEixHRDpE,Meditation,15.47,46567,168,https://www.youtube.com/watch?v=OHQEixHRDpE
15 Minutes to Start your Day with Clarity / Morning Meditation / Mindful Movement,LpAzmyrUswg,Meditation,15.25,502563,6937,https://www.youtube.com/watch?v=LpAzmyrUswg
manifestation Guided Meditation 15 Minute,JS1Qm8EOR-Y,Meditation,15.1,96918,1726,https://www.youtube.com/watch?v=JS1Qm8EOR-Y
"15 minute guided power nap | peaceful sleep meditation for relaxation, stress and anxiety",N5hFNoRcMVU,Meditation,15.65,432320,4892,https://www.youtube.com/watch?v=N5hFNoRcMVU
A 15-Minute Meditation for Beginners,nULU2Mg8JBg,Meditation,15.33,23538,195,https://www.youtube.com/watch?v=nULU2Mg8JBg
Stillness and Sound: 15 Minute Meditation with Music,OQcCfNXBd-Y,Meditation,15.92,36105,0,https://www.youtube.com/watch?v=OQcCfNXBd-Y
Fifteen Minute Guided Meditation - Relax the Body and Mind with Ambient Music,3xEIOKt1iNc,Meditation,14.72,305399,1226,https://www.youtube.com/watch?v=3xEIOKt1iNc
Guided Meditation For Strength &amp; Grounding ♥ 15 Minutes,DkKGTgYt5Dk,Meditation,16.58,282527,5382,https://www.youtube.com/watch?v=DkKGTgYt5Dk
15 minute Guided Meditation for Everyone - Anxiety - Depression,Lw8zOrc7Uu8,Meditation,15.25,32017,325,https://www.youtube.com/watch?v=Lw8zOrc7Uu8
15 Minute Guided Meditation to FIND PEACE in Moments of UNCERTAINTY &amp; ANXIETY | davidji,i5fTdGZctgc,Meditation,15.35,2646,150,https://www.youtube.com/watch?v=i5fTdGZctgc
Dealing with Thoughts During Meditation: A 15 Minute Guided Mindfulness Meditation,2iH_gqDaEv8,Meditation,15.47,44634,1040,https://www.youtube.com/watch?v=2iH_gqDaEv8
"Guided Mindfulness Meditation, 15 Minute Body Scan",CGC7qSqGuNw,Meditation,15.25,48767,139,https://www.youtube.com/watch?v=CGC7qSqGuNw
15-Minute Guided Meditation for a Better Sleep by Mind Fit | Sleep Meditation | Mind Fit | Cure Fit,5KaVWkCuy-0,Meditation,14.93,13999,72,https://www.youtube.com/watch?v=5KaVWkCuy-0
Awaken a Renewal of Energy with this 15 Minute Guided Meditation / Nature&#39;s Lessons Series,7o9HZyHgzU4,Meditation,15.63,19216,460,https://www.youtube.com/watch?v=7o9HZyHgzU4
Easy Guided Meditation for Beginners - 15 min Meditation for Clarity &amp; Relaxation,wVSkYKj26qg,Meditation,15.37,596595,10940,https://www.youtube.com/watch?v=wVSkYKj26qg
15 Minute Guided Mindfulness Meditation for Anxiety,wgZqnacPEY4,Meditation,16.0,3933,113,https://www.youtube.com/watch?v=wgZqnacPEY4
15 Minute Guided Meditation For Beginners / It&#39;s a Practice Not Perfect,ZJAOlpQcwXg,Meditation,15.23,43151,777,https://www.youtube.com/watch?v=ZJAOlpQcwXg
"15 Minute Guided Visualization Meditation, Guided Imagery Meditation Relaxation Exercise",vsxojd4aNdI,Meditation,15.27,697,17,https://www.youtube.com/watch?v=vsxojd4aNdI
15 Minute Guided Meditation w Breath Assistance | 4K UHD &quot;Just Breathe&quot; by Nature Relaxation™,itC47I7s5Bs,Meditation,15.22,31107,401,https://www.youtube.com/watch?v=itC47I7s5Bs
15 Minute Guided Breathing Meditation for Relaxation and Inner Stillness,4Undv6MmQeE,Meditation,16.97,7981,210,https://www.youtube.com/watch?v=4Undv6MmQeE
Mindfulness Meditation - Quick 15 Min Stress Relief Version,8v45WSuAeYI,Meditation,15.02,1020595,4544,https://www.youtube.com/watch?v=8v45WSuAeYI
Take a break for a 15 Minute Guided ZEN Meditation,aTIV9djESbY,Meditation,14.92,186302,4131,https://www.youtube.com/watch?v=aTIV9djESbY
15 Minute Guided Meditation for Relaxation &amp; Self-Acceptance,rwGVtGCN9Ec,Meditation,14.98,136367,1711,https://www.youtube.com/watch?v=rwGVtGCN9Ec
GUIDED MEDITATION: Ease Anxiety &amp; Worry,JnnS2-8t59c,Meditation,14.32,588025,4757,https://www.youtube.com/watch?v=JnnS2-8t59c
4 Minute At Work Guided Meditation,uiUfSPbwyms,Meditation,4.23,58347,912,https://www.youtube.com/watch?v=uiUfSPbwyms
5 Minute Guided Meditation For Relaxation | Calming Work Break Meditation,UV3TQViKSck,Meditation,5.23,7099,129,https://www.youtube.com/watch?v=UV3TQViKSck
5-Minute Meditation You Can Do Anywhere,inpok4MKVLM,Meditation,5.28,4806981,112742,https://www.youtube.com/watch?v=inpok4MKVLM
😌KEEP CALM and STAY FOCUSED - Short guided meditation for focus and concentration,cDV7z__ARx0,Meditation,6.6,2108,62,https://www.youtube.com/watch?v=cDV7z__ARx0
Daily Calm | 10 Minute Mindfulness Meditation | Be Present,ZToicYcHIOU,Meditation,10.52,3484162,41465,https://www.youtube.com/watch?v=ZToicYcHIOU
5 Minute Stress Relief Guided Meditation,L1QOh-n-eus,Meditation,5.02,426745,4993,https://www.youtube.com/watch?v=L1QOh-n-eus
5 Minute Quick Anxiety Reduction - Guided Mindfulness Meditation,MR57rug8NsM,Meditation,5.48,1258595,14899,https://www.youtube.com/watch?v=MR57rug8NsM
Deepak Chopra&#39;s Go-To 3-Minute Meditation To Stay Focused,4Bs0qUB3BHQ,Meditation,3.5,1676537,36663,https://www.youtube.com/watch?v=4Bs0qUB3BHQ
10 Minute Guided Meditation for Focus,ausxoXBrmWs,Meditation,10.68,93797,4116,https://www.youtube.com/watch?v=ausxoXBrmWs
Short Guided Meditation to Let Go of the Work Day,D78_9XIEN38,Meditation,10.57,1009,35,https://www.youtube.com/watch?v=D78_9XIEN38
5 MINUTE Calming Meditation (With Guiding Voice),i50ZAs7v9es,Meditation,5.42,3828998,34326,https://www.youtube.com/watch?v=i50ZAs7v9es
Short Guided meditation for positive energy and anxiety,TnNOiorgIXk,Meditation,6.03,106605,762,https://www.youtube.com/watch?v=TnNOiorgIXk
10 Minute Guided Meditation for Focus / Mindful Movement,CcqZ47d398k,Meditation,11.13,704659,19328,https://www.youtube.com/watch?v=CcqZ47d398k
3-minute Mindful Breathing Meditation (Relieve Stress),SEfs5TJZ6Nk,Meditation,3.25,1697791,12077,https://www.youtube.com/watch?v=SEfs5TJZ6Nk
STRESSED? Learn to reframe stressful situations with this short meditation.,sG7DBA-mgFY,Meditation,10.17,177034,2673,https://www.youtube.com/watch?v=sG7DBA-mgFY
Short Calming Mindfulness Meditation to Clear the Clutter in your Mind / Mindful Movement,6kVVrE_sCNA,Meditation,6.42,545765,8034,https://www.youtube.com/watch?v=6kVVrE_sCNA
5 min clearing morning Guided meditation for positivity and grounding,s9b2y3Mg2n8,Meditation,5.55,1059800,16658,https://www.youtube.com/watch?v=s9b2y3Mg2n8
Overwhelmed? Practice This Short Guided Meditation,EN5HOvhzvKs,Meditation,10.05,9581,316,https://www.youtube.com/watch?v=EN5HOvhzvKs
10-Minute Meditation For Anxiety,O-6f5wQXSu8,Meditation,10.35,2630137,66524,https://www.youtube.com/watch?v=O-6f5wQXSu8
Meditation for Working with Difficulities | UCLA Mindful Awareness Research Center,XInJoYvy_ew,Meditation,6.95,68827,504,https://www.youtube.com/watch?v=XInJoYvy_ew
Daily Calm | 10 Minute Mindfulness Meditation | Letting Go,syx3a1_LeFo,Meditation,10.58,1216894,15157,https://www.youtube.com/watch?v=syx3a1_LeFo
How To De-stress After Work | Guided Meditation | Five Minute Meditation,M1e0sFR3dpQ,Meditation,6.43,6348,232,https://www.youtube.com/watch?v=M1e0sFR3dpQ
Reset: Decompress Your Body and Mind,QHkXvPq2pQE,Meditation,10.13,211932,3286,https://www.youtube.com/watch?v=QHkXvPq2pQE
SHORT GUIDED MINDFULNESS MEDITATION - Music Mindfulness,f1pDswSyrrk,Meditation,7.13,41234,539,https://www.youtube.com/watch?v=f1pDswSyrrk
Breathing Meditation | UCLA Mindful Awareness Research Center,YFSc7Ck0Ao0,Meditation,5.55,1405273,12884,https://www.youtube.com/watch?v=YFSc7Ck0Ao0
Headspace | Mini Meditation | Let Go of Stress,c1Ndym-IsQg,Meditation,1.12,24121063,7166,https://www.youtube.com/watch?v=c1Ndym-IsQg
GUIDED MEDITATION for Stress Relief,o94tvFUttco,Meditation,11.6,892653,7817,https://www.youtube.com/watch?v=o94tvFUttco
Mindful Breathing Meditation (5 Minutes),nmFUDkj1Aq0,Meditation,5.38,1096745,8692,https://www.youtube.com/watch?v=nmFUDkj1Aq0
Gratitude Meditation (Strengthen Happiness),UhF8vLesRRc,Meditation,5.52,169196,1732,https://www.youtube.com/watch?v=UhF8vLesRRc
"5 Minute Guided Morning Mindfulness Meditation - Focused, Calm, and Centered",n9ja1Wqkp1U,Meditation,6.2,102189,3155,https://www.youtube.com/watch?v=n9ja1Wqkp1U
5 Minute Guided Meditation for Gratitude / Mindful Movement,OCorElLKFQE,Meditation,5.95,678789,10212,https://www.youtube.com/watch?v=OCorElLKFQE
Mindfulness Guided Meditation - 5 Minutes,dEzbdLn2bJc,Meditation,5.33,1887711,12455,https://www.youtube.com/watch?v=dEzbdLn2bJc
POSITIVE MIND in 5 Minutes Meditation,3RxXiFgkxGc,Meditation,5.03,3255826,39510,https://www.youtube.com/watch?v=3RxXiFgkxGc
MINDFULNESS - 3 MINUTE MEDITATION,evJHBLldMsE,Meditation,3.0,437856,3084,https://www.youtube.com/watch?v=evJHBLldMsE
Five Minute Mindful Breathing,I-SFdhVwrVA,Meditation,5.02,211871,2232,https://www.youtube.com/watch?v=I-SFdhVwrVA
7 Min Meditation to Start Your Day  |  Yoga With Adriene,k0PSUDvLi8E,Meditation,7.35,2229565,40335,https://www.youtube.com/watch?v=k0PSUDvLi8E
Unlock Your Full Potential - A 10 minute Guided Visualization For success &amp; Confidence,soZwJQTFpJk,Meditation,10.52,778106,8300,https://www.youtube.com/watch?v=soZwJQTFpJk
5 Minute Guided Meditation for Concentration,_0oxd7Llcec,Meditation,5.78,100251,868,https://www.youtube.com/watch?v=_0oxd7Llcec
"10 Minute Morning Meditation for Clarity, Stability, and Presence | Goop",OccjH_2ddQc,Meditation,10.37,815154,0,https://www.youtube.com/watch?v=OccjH_2ddQc
2-Minute Guided Meditation to Release Stress,vLhOGEnEedk,Meditation,2.27,217908,1584,https://www.youtube.com/watch?v=vLhOGEnEedk
After-work guided meditation for nursing staff,Z3z9f3OIcLg,Meditation,15.98,2232,37,https://www.youtube.com/watch?v=Z3z9f3OIcLg
Short Guided Meditation,41GqbdgYAmE,Meditation,3.52,155583,520,https://www.youtube.com/watch?v=41GqbdgYAmE
A Meditation For After a Workout,ulQWJlNzYKc,Meditation,3.98,62216,844,https://www.youtube.com/watch?v=ulQWJlNzYKc
Short Mindfulness Meditation--Reduce Stress and Anxiety in 6 Minutes,ml_rbk_qDEQ,Meditation,6.58,77730,1315,https://www.youtube.com/watch?v=ml_rbk_qDEQ
Relaxing 15 Minute Guided Meditation for Balancing  / Mindful Movement,G6oLzlxHd3E,Meditation,15.03,379436,5702,https://www.youtube.com/watch?v=G6oLzlxHd3E
GUIDED MEDITATION - Deep Relaxation,X7iBnp8T6nY,Meditation,12.12,1920460,9620,https://www.youtube.com/watch?v=X7iBnp8T6nY
Short Guided Meditation: The Lake of Stars,V6it1lZ7I_M,Meditation,7.27,30994,897,https://www.youtube.com/watch?v=V6it1lZ7I_M
Body Scan Meditation (Tame Anxiety),QS2yDmWk0vs,Meditation,8.65,389578,3348,https://www.youtube.com/watch?v=QS2yDmWk0vs
GUIDED MEDITATION: Self-Esteem,5I_gj-eMefU,Meditation,10.23,479863,5218,https://www.youtube.com/watch?v=5I_gj-eMefU
Guided Meditation for Positive Mindset &amp; Motivation / Positive Affirmations / Mindful Movement,wy_HD7t42ik,Meditation,10.4,485509,9467,https://www.youtube.com/watch?v=wy_HD7t42ik
How not to take things personally? | Frederik Imbo | TEDxMechelen,LnJwH_PZXnM,Educational,17.62,1819649,64708,https://www.youtube.com/watch?v=LnJwH_PZXnM
The Magic of Not Giving a F*** | Sarah Knight | TEDxCoconutGrove,GwRzjFQa_Og,Educational,12.62,8011394,182541,https://www.youtube.com/watch?v=GwRzjFQa_Og
"After watching this, your brain will not be the same | Lara Boyd | TEDxVancouver",LNHBMFCzznE,Educational,14.42,28490467,286334,https://www.youtube.com/watch?v=LNHBMFCzznE
"How to win an argument (at the US Supreme Court, or anywhere) | Neal Katyal",VmLMMNhxZMU,Educational,16.22,50689,2734,https://www.youtube.com/watch?v=VmLMMNhxZMU
Inside the mind of a master procrastinator | Tim Urban,arj7oStGLkU,Educational,14.07,31012789,1101557,https://www.youtube.com/watch?v=arj7oStGLkU
How to Get Your Brain to Focus | Chris Bailey | TEDxManchester,Hu4Yvq-g7_Y,Educational,15.95,5559174,125982,https://www.youtube.com/watch?v=Hu4Yvq-g7_Y
&quot;Everything happens for a reason&quot; -- and other lies I&#39;ve loved | Kate Bowler,DTcJmIbn5nw,Educational,14.83,2660012,66123,https://www.youtube.com/watch?v=DTcJmIbn5nw
How to gain control of your free time | Laura Vanderkam,n3kNlFMXslo,Educational,11.92,5726648,127582,https://www.youtube.com/watch?v=n3kNlFMXslo
How to speak so that people want to listen | Julian Treasure,eIho2S0ZahI,Educational,9.98,28687173,531472,https://www.youtube.com/watch?v=eIho2S0ZahI
Quit social media | Dr. Cal Newport | TEDxTysons,3E7hkPZ-HTk,Educational,13.85,7164997,149616,https://www.youtube.com/watch?v=3E7hkPZ-HTk
The next outbreak? We’re not ready | Bill Gates,6Af6b_wyiwI,Educational,8.62,31308579,636928,https://www.youtube.com/watch?v=6Af6b_wyiwI
The power of vulnerability | Brené Brown,iCvmsMzlF7o,Educational,20.83,14084021,196241,https://www.youtube.com/watch?v=iCvmsMzlF7o
"Looks aren&#39;t everything. Believe me, I&#39;m a model. | Cameron Russell",KM4Xe6Dlp0Y,Educational,9.63,25945919,434084,https://www.youtube.com/watch?v=KM4Xe6Dlp0Y
My philosophy for a happy life | Sam Berns | TEDxMidAtlantic,36m1o-tM05g,Educational,12.75,41153365,792115,https://www.youtube.com/watch?v=36m1o-tM05g
I Was Almost A School Shooter | Aaron Stark | TEDxBoulder,azRl1dI-Cts,Educational,7.48,11771220,604887,https://www.youtube.com/watch?v=azRl1dI-Cts
How to motivate yourself to change your behavior | Tali Sharot | TEDxCambridge,xp0O2vi8DX4,Educational,16.82,9868802,134785,https://www.youtube.com/watch?v=xp0O2vi8DX4
Reading minds through body language | Lynne Franklin | TEDxNaperville,W3P3rT0j2gQ,Educational,11.98,3646778,70773,https://www.youtube.com/watch?v=W3P3rT0j2gQ
