vid_title,vid_id,category,duration,views,likes,url
Desk Exercises - Leg Stretches,hSbL8rDPpQM,Stretch,2.15,388,2,https://www.youtube.com/watch?v=hSbL8rDPpQM
Yoga At Your Desk - 10 Min Office Yoga Stretches - Chair Yoga for Everyone - Yoga At Work,w3C08dhJ_SM,Stretch,11.87,105762,1037,https://www.youtube.com/watch?v=w3C08dhJ_SM
How to Stretch your Lower back at your desk,-pqfd-g7rIM,Stretch,5.38,43264,410,https://www.youtube.com/watch?v=-pqfd-g7rIM
DESKERCISES! || Full stretching routine while at a desk,cL9YO7pw1GY,Stretch,6.03,344,11,https://www.youtube.com/watch?v=cL9YO7pw1GY
5 Best Stretches You Can Do At Your Desk For Neck And Back Pain,7Gb_i8wG9kg,Stretch,6.85,7451,666,https://www.youtube.com/watch?v=7Gb_i8wG9kg
Stretches at your desk 1 - Hips,vAsNz_BRgv8,Stretch,3.95,5457,40,https://www.youtube.com/watch?v=vAsNz_BRgv8
Shoulder and Arm Stretches you can do Sitting At Your Office Desk for energy,1XkvW56LJ3c,Stretch,4.17,5242,104,https://www.youtube.com/watch?v=1XkvW56LJ3c
How to Stretch at Your Desk,Sy_lLu7bDPk,Stretch,1.62,2065,4,https://www.youtube.com/watch?v=Sy_lLu7bDPk
LivingWell: Desk Wrist Stretch,rAxJT59Cp5I,Stretch,1.02,3650,1,https://www.youtube.com/watch?v=rAxJT59Cp5I
Yoga Moves to Relieve Tension in the Neck &amp; Shoulders,faf_CS4Z0yc,Stretch,4.08,1070512,14566,https://www.youtube.com/watch?v=faf_CS4Z0yc
12 Stretches To Improve Back Pain At Your Desk,E9rzpfRqTHs,Stretch,7.5,2855,46,https://www.youtube.com/watch?v=E9rzpfRqTHs
Office Break Yoga  |  14 Min. Yoga Practice  |  Yoga With Adriene,M-8FvC3GD8c,Stretch,14.33,713595,13132,https://www.youtube.com/watch?v=M-8FvC3GD8c
3 Stretches to do at Your Desk,l__qRIl_E2w,Stretch,2.65,1979,6,https://www.youtube.com/watch?v=l__qRIl_E2w
10 Minute Standing Stretches | Pilates at Your Desk,iz-IXKMF0G4,Stretch,10.18,6113,96,https://www.youtube.com/watch?v=iz-IXKMF0G4
4-Minute Neck and Shoulders Stretch at Your Desk | Yoga | Gaiam,vLPfP1oRJFM,Stretch,3.95,426302,3031,https://www.youtube.com/watch?v=vLPfP1oRJFM
5-Minute Break - Office Yoga,6fnLKyRJsrs,Stretch,6.08,146538,1561,https://www.youtube.com/watch?v=6fnLKyRJsrs
Stretches At Your Desk,QPaeI8tkXHI,Stretch,7.08,20681,315,https://www.youtube.com/watch?v=QPaeI8tkXHI
Amazing 2 Minute Stretch at Your Desk: Stay Alert and Productive!,QRCWZKmHGiU,Stretch,8.5,8063,503,https://www.youtube.com/watch?v=QRCWZKmHGiU
Desk Workers Stretching Routine! (FOLLOW ALONG),qtCazM9a40s,Stretch,12.07,23967,964,https://www.youtube.com/watch?v=qtCazM9a40s
Neck Pain Stretches &amp; Exercises - Ask Doctor Jo,2NOsE-VPpkE,Stretch,4.93,3428207,36018,https://www.youtube.com/watch?v=2NOsE-VPpkE
Soothing Neck Stretches You Can Do At Your Desk,KtoQLAWm_wc,Stretch,3.23,3145,51,https://www.youtube.com/watch?v=KtoQLAWm_wc
2 Minute Neck Stretch While Sitting at Your desk,i2eaupGNp0s,Stretch,2.63,4661,222,https://www.youtube.com/watch?v=i2eaupGNp0s
Lower Back Stretches You Can Do At Your Desk,TjUy2hPPktg,Stretch,3.73,13711,207,https://www.youtube.com/watch?v=TjUy2hPPktg
quadratus lumborum stretch - best quadratus lumborum exercise while sitting at your desk,Oia7X33eQBs,Stretch,3.5,33133,370,https://www.youtube.com/watch?v=Oia7X33eQBs
3 Chair Stretches for Lower Back Pain | Stretch at Your Desk,Se3kf5X4PCc,Stretch,2.05,2106,29,https://www.youtube.com/watch?v=Se3kf5X4PCc
Get Stretched feat. Stretch*d: Best Desk Stretches,2UcvjZJY5IM,Stretch,2.5,2729,17,https://www.youtube.com/watch?v=2UcvjZJY5IM
Mayo Clinic Minute: The importance of stretching throughout your workday,XOIqLNElikI,Stretch,1.0,2035,58,https://www.youtube.com/watch?v=XOIqLNElikI
Exercise at Your Desk -  Neck Stretch and Spine Stretch - BackandNeck.ca,wJQ56cO4p6k,Stretch,1.57,10074,2,https://www.youtube.com/watch?v=wJQ56cO4p6k
Yoga At Your Desk  //  Stretches For Your Neck And Shoulders,yuG1jqluLbM,Stretch,8.1,171,22,https://www.youtube.com/watch?v=yuG1jqluLbM
De-stress at Your Desk with a 5-Minute Stretching Routine,R86jwm1HIvk,Stretch,6.88,4016,0,https://www.youtube.com/watch?v=R86jwm1HIvk
10 easy stretches you can do at your desk,EAWVqB04aBg,Stretch,2.38,6876,27,https://www.youtube.com/watch?v=EAWVqB04aBg
Desk exercises,Lg8PFfd85ts,Stretch,3.3,93981,860,https://www.youtube.com/watch?v=Lg8PFfd85ts
Stretch Breaks at Your Desk (2018),vE1idGTZOIY,Stretch,1.98,100132,922,https://www.youtube.com/watch?v=vE1idGTZOIY
Relaxing Stretching Workout for Stiff Muscles &amp; Stress Relief - Easy Stretches to Do at Work,a9WC_eLmP30,Stretch,6.07,2173575,15329,https://www.youtube.com/watch?v=a9WC_eLmP30
7 office stretching exercises to get energized at work!,9U0dLLf1HQE,Stretch,6.12,221951,1456,https://www.youtube.com/watch?v=9U0dLLf1HQE
Stretch at your desk,KBaSGF6kYqw,Stretch,3.07,9292,33,https://www.youtube.com/watch?v=KBaSGF6kYqw
Real Time Full Body Stretching Routine - Ask Doctor Jo,JJAHGpe0AVU,Stretch,37.85,976488,8306,https://www.youtube.com/watch?v=JJAHGpe0AVU
Physio Upper Back Stretch &amp; Relieve Desk Break Routine,TMDX7hdQKSY,Stretch,5.87,73355,1163,https://www.youtube.com/watch?v=TMDX7hdQKSY
Office Stretching Routine - Ask Doctor Jo,Oo_43Rrg23U,Stretch,18.87,3137,95,https://www.youtube.com/watch?v=Oo_43Rrg23U
Bowflex® Stretch | Five-Minute Full Body Stretch,2L2lnxIcNmo,Stretch,5.55,11991447,116231,https://www.youtube.com/watch?v=2L2lnxIcNmo
Office Workers Guide to Stretching and Ergonomics,hzUStg_pGBE,Stretch,0.92,1861,14,https://www.youtube.com/watch?v=hzUStg_pGBE
How to Stretch your Lower back at your desk,-pqfd-g7rIM,Stretch,5.38,43264,410,https://www.youtube.com/watch?v=-pqfd-g7rIM
Bowflex® Stretch | 3 Stretches for People Who Sit All Day,KBdF1JUGKE0,Stretch,2.27,274561,4235,https://www.youtube.com/watch?v=KBdF1JUGKE0
5 Minute Office Stretch Break,EG2fEkO4X1w,Stretch,6.27,39254,196,https://www.youtube.com/watch?v=EG2fEkO4X1w
Post-Workout Stretching: Best Stretches to Relax the Muscles,Ji9vKgfWK88,Stretch,10.62,1417664,18457,https://www.youtube.com/watch?v=Ji9vKgfWK88
Relaxing Stretching Routine - Great After Long Day of Work,h3cIrEwbcDM,Stretch,12.25,61164,1450,https://www.youtube.com/watch?v=h3cIrEwbcDM
4 Best Lower Back Pain Stretching Exercises while Standing,Bu4EuPsrdvQ,Stretch,4.98,41535,419,https://www.youtube.com/watch?v=Bu4EuPsrdvQ
How to Stretch at Your Desk,Sy_lLu7bDPk,Stretch,1.62,2065,4,https://www.youtube.com/watch?v=Sy_lLu7bDPk
Desk Workers Stretching Routine! (FOLLOW ALONG),qtCazM9a40s,Stretch,12.07,23967,964,https://www.youtube.com/watch?v=qtCazM9a40s
Exercise at Your Desk -  Neck Stretch and Spine Stretch - BackandNeck.ca,wJQ56cO4p6k,Stretch,1.57,10074,2,https://www.youtube.com/watch?v=wJQ56cO4p6k
Stretching Exercises Tips For Those Who Work Sitting Down,81PBH6KpxMk,Stretch,2.08,3845,25,https://www.youtube.com/watch?v=81PBH6KpxMk
2 Minute Neck Stretch While Sitting at Your desk,i2eaupGNp0s,Stretch,2.63,4661,222,https://www.youtube.com/watch?v=i2eaupGNp0s
Mayo Clinic Minute: The importance of stretching throughout your workday,XOIqLNElikI,Stretch,1.0,2035,58,https://www.youtube.com/watch?v=XOIqLNElikI
"15 MIN DAILY STRETCH - a full body routine for tight muscles, flexibility &amp; mobility I Pamela Reif",_IoYLhrTBqY,Stretch,17.15,4174127,62108,https://www.youtube.com/watch?v=_IoYLhrTBqY
quadratus lumborum stretch - best quadratus lumborum exercise while sitting at your desk,Oia7X33eQBs,Stretch,3.5,33133,370,https://www.youtube.com/watch?v=Oia7X33eQBs
Amazing 2 Minute Stretch at Your Desk: Stay Alert and Productive!,QRCWZKmHGiU,Stretch,8.5,8063,503,https://www.youtube.com/watch?v=QRCWZKmHGiU
Total Body Stretching Warm-Up,sTxC3J3gQEU,Stretch,9.22,1611167,18649,https://www.youtube.com/watch?v=sTxC3J3gQEU
Best Exercise for Buttock Pain (Piriformis Stretch),bFV0LAKzIDA,Stretch,1.52,131044,1008,https://www.youtube.com/watch?v=bFV0LAKzIDA
Exercises to prevent back pain: standing hip flexor stretch,5w_WRPqYZW4,Stretch,1.17,4882,30,https://www.youtube.com/watch?v=5w_WRPqYZW4
Full Body Stretching Routine (15 min. Follow Along),E2SOrScNbww,Stretch,15.95,1221003,36397,https://www.youtube.com/watch?v=E2SOrScNbww
20 Minute Standing Stretch Flow | 30 Day At Home Workout Challenge Day 5,hCqrYHX4F8Y,Stretch,22.98,45100,2116,https://www.youtube.com/watch?v=hCqrYHX4F8Y
Leg &amp; Butt Exercises While Working at a Desk : Exercising &amp; Stretching,JBqu7Xjz1uk,Stretch,1.22,24667,192,https://www.youtube.com/watch?v=JBqu7Xjz1uk
Sternocleidomastoid Stretch (SCM) for Posture Correction,dxj12Qk5v28,Stretch,4.0,85303,1446,https://www.youtube.com/watch?v=dxj12Qk5v28
Low back / Sciatica Stretch you can do at home or at work PART TWO,30dP55A9Rr4,Stretch,1.43,15993,71,https://www.youtube.com/watch?v=30dP55A9Rr4
Stretching Workout | Workout @ Work with Jessie Pavelka and BMI Healthcare,N6XTVxXACkA,Stretch,3.87,1379,13,https://www.youtube.com/watch?v=N6XTVxXACkA
Low Back / Sciatic Relief Stretch You Can Do At Home Or Work,tic5qNZMIMM,Stretch,2.13,38431,169,https://www.youtube.com/watch?v=tic5qNZMIMM
Stop Stretching Your Hip Flexors! (HERE&#39;S WHY),KCADorwJ6Ik,Stretch,8.13,3103437,78724,https://www.youtube.com/watch?v=KCADorwJ6Ik
How to relax the TFL if stretching doesn&#39;t work,DPoMgw5pMMk,Stretch,5.52,93520,1642,https://www.youtube.com/watch?v=DPoMgw5pMMk
De-stress at Your Desk with a 5-Minute Stretching Routine,R86jwm1HIvk,Stretch,6.88,4016,0,https://www.youtube.com/watch?v=R86jwm1HIvk
7 MIN STRETCHING EXERCISES AFTER WORKOUT | FULL BODY COOL DOWN FOR RELAXATION &amp; FLEXIBILITY,FlAvRcz0zuY,Stretch,7.15,1191014,14541,https://www.youtube.com/watch?v=FlAvRcz0zuY
How to stretch before running,E3bioKpFgFA,Stretch,3.7,1994615,35363,https://www.youtube.com/watch?v=E3bioKpFgFA
"I&#39;ve Been Stretching 10 Mins for 30 Days, and Here&#39;s How My Body&#39;s Changed",rFslT04zu6A,Stretch,8.9,1671442,29056,https://www.youtube.com/watch?v=rFslT04zu6A
The Full Body Stretch (5 Min),pH6KMX0V7d0,Stretch,6.08,304912,6965,https://www.youtube.com/watch?v=pH6KMX0V7d0
"8-Minute Standing Total Full Body Stretch, Stretching Exercises You Can Do Off the Floor",zyKuF5saEnM,Stretch,9.28,158926,2421,https://www.youtube.com/watch?v=zyKuF5saEnM
Shoulder Stretch to Fix Your Shoulders (GET DEEP!),J9yRiOeVvIM,Stretch,6.83,3352014,61291,https://www.youtube.com/watch?v=J9yRiOeVvIM
"15 Min. Full Body Stretch | Daily Routine for Flexibility, Mobility &amp; Relaxation | DAY 7",g_tea8ZNk5A,Stretch,16.55,2335353,44801,https://www.youtube.com/watch?v=g_tea8ZNk5A
Stretching is KILLING Your Gains (BIG MISTAKE!),nLQefKzMVjo,Stretch,6.75,2343037,47558,https://www.youtube.com/watch?v=nLQefKzMVjo
Physio Neck Exercises Stretch and Relieve Routine (UPDATE),dY_af1ew5b0,Stretch,5.9,130051,3114,https://www.youtube.com/watch?v=dY_af1ew5b0
Fast 5 Minute Cool Down and Stretching Workout for Busy People,u5Hr3rNUZ24,Stretch,4.88,6054400,33643,https://www.youtube.com/watch?v=u5Hr3rNUZ24
Physio Med - Neck and Upper Back Stretching Exercises: Occupational Physiotherapy,5EvVD-b_b_o,Stretch,8.47,127939,1075,https://www.youtube.com/watch?v=5EvVD-b_b_o
Physio Neck Exercises Stretch &amp; Relieve Routine,yt3CpkmFAfc,Stretch,5.17,3752515,41240,https://www.youtube.com/watch?v=yt3CpkmFAfc
Stretching for Older Adults - Legs &amp; Lower Back,YZbIkTSZoeM,Stretch,2.77,161110,940,https://www.youtube.com/watch?v=YZbIkTSZoeM
The 5 Minute Desk Workout | Fitness,eR1AWOp6t30,Workout,5.62,34544,204,https://www.youtube.com/watch?v=eR1AWOp6t30
Office workout 5 minute cardio,twYEHPPmr94,Workout,6.08,15301,129,https://www.youtube.com/watch?v=twYEHPPmr94
5 minute office fitness routine | Follow along,d0ML2LSpH08,Workout,7.62,875,62,https://www.youtube.com/watch?v=d0ML2LSpH08
5 minute office workout,ohTPOMZ9JB0,Workout,6.28,1412,8,https://www.youtube.com/watch?v=ohTPOMZ9JB0
Office Based Workout | Nuffield Health,Lqw2u3vHHos,Workout,4.13,41720,180,https://www.youtube.com/watch?v=Lqw2u3vHHos
5-Minute Break - Office Yoga,6fnLKyRJsrs,Workout,6.08,146538,1561,https://www.youtube.com/watch?v=6fnLKyRJsrs
5 Stretches At Your Desk (Without Getting Up),nFIfv-jIgbI,Workout,5.93,7482,159,https://www.youtube.com/watch?v=nFIfv-jIgbI
25 MUST-KNOW EXERCISES TO DO IN THE OFFICE,iXKDozrYA_0,Workout,10.85,9122,149,https://www.youtube.com/watch?v=iXKDozrYA_0
5 Minute Cardio Office Workout,FE2hR90UFho,Workout,3.28,3941,31,https://www.youtube.com/watch?v=FE2hR90UFho
5 Min Office Workout Exercises  Quick Office Workout Routine | LEVEL 2,PWHmEYkpSg8,Workout,6.57,117,2,https://www.youtube.com/watch?v=PWHmEYkpSg8
Fast 3 Minute Office Workout,QgvU0rCe7S0,Workout,3.15,4028,39,https://www.youtube.com/watch?v=QgvU0rCe7S0
5 Minute Office Stretch Break,EG2fEkO4X1w,Workout,6.27,39254,196,https://www.youtube.com/watch?v=EG2fEkO4X1w
5 Minute Easy Office Exercise Routine For Women - POPxo,3Ul_5OzuLDo,Workout,1.88,23752,235,https://www.youtube.com/watch?v=3Ul_5OzuLDo
Relaxing Stretching Workout for Stiff Muscles &amp; Stress Relief - Easy Stretches to Do at Work,a9WC_eLmP30,Workout,6.07,2173575,15329,https://www.youtube.com/watch?v=a9WC_eLmP30
Office Workout: 5 minute Tai Chi,jGzLAVWvEFQ,Workout,5.92,18323,139,https://www.youtube.com/watch?v=jGzLAVWvEFQ
Relaxing 5 Minute Office Stretch Workout -Easy Stretches To Do At Work.,BO2YOk4817s,Workout,7.05,3156,28,https://www.youtube.com/watch?v=BO2YOk4817s
Office Yoga: 5 Minute Breathing Exercise You Can Do At Work,g75qATh3U00,Workout,4.63,5434,25,https://www.youtube.com/watch?v=g75qATh3U00
"5 Minute Office Workout | Legs, Glutes &amp; Chest",65sO-Fe8M5Q,Workout,4.87,1114,9,https://www.youtube.com/watch?v=65sO-Fe8M5Q
5 Minute Office Yoga Workout,3WEIu2rlXnQ,Workout,6.88,37645,176,https://www.youtube.com/watch?v=3WEIu2rlXnQ
5-MINUTE SEATED DESK WORKOUT!,O2-E0pEze84,Workout,5.6,196,3,https://www.youtube.com/watch?v=O2-E0pEze84
5 Min Office Workout   - Full Body,q9UhiFLu720,Workout,1.93,591,4,https://www.youtube.com/watch?v=q9UhiFLu720
5 Minute Abs Desk Workout | Exercises For a Flat Belly,5zjZIHsHuDI,Workout,6.42,36865,1257,https://www.youtube.com/watch?v=5zjZIHsHuDI
5 Minute Desk Chair Workout--Get Moving During Your Work Day!,oPjdR-yU0PQ,Workout,7.18,6661,81,https://www.youtube.com/watch?v=oPjdR-yU0PQ
Instant Recess: 5-Minute Physical Activity Break,tMuZ0_-Y7n4,Workout,5.75,43462,99,https://www.youtube.com/watch?v=tMuZ0_-Y7n4
10 Min Office Workout Exercises - Quick Office Workout Routine - 1 workout a day,M_heu5pg2IQ,Workout,10.47,99279,0,https://www.youtube.com/watch?v=M_heu5pg2IQ
5 Minute Home Office Workout: Home Stretch 03,mUn-QBbtvR0,Workout,6.72,141,3,https://www.youtube.com/watch?v=mUn-QBbtvR0
5 MINUTES HOME OFFICE WORKOUT,NViky1wr7yQ,Workout,7.7,183,11,https://www.youtube.com/watch?v=NViky1wr7yQ
The 5 Minute Office Workout,yDLDaZMlw_I,Workout,4.37,2966,5,https://www.youtube.com/watch?v=yDLDaZMlw_I
Office Workout - 5 Min Cardio,BX4aQaQ_kGM,Workout,8.42,60,2,https://www.youtube.com/watch?v=BX4aQaQ_kGM
10 Minute Exercises at Work  - 10 Min Office Workout Exercises - Quick Office Workout Routine,mH3AzNyPalY,Workout,9.75,12425,0,https://www.youtube.com/watch?v=mH3AzNyPalY
15 minute office workout,V0AK_EsG_AA,Workout,2.1,1399,16,https://www.youtube.com/watch?v=V0AK_EsG_AA
Desk exercises,Lg8PFfd85ts,Workout,3.3,93981,860,https://www.youtube.com/watch?v=Lg8PFfd85ts
5 Minute Office Yoga Routine,XgUdRVQ34Tc,Workout,5.08,2372,87,https://www.youtube.com/watch?v=XgUdRVQ34Tc
Shoulder Pain Relief Stretches – 5 Minute Real Time Routine,6jHsraw2NIk,Workout,8.08,1158488,27238,https://www.youtube.com/watch?v=6jHsraw2NIk
5 Min Desk Workout,E9f89q7qR_Q,Workout,5.95,4168,46,https://www.youtube.com/watch?v=E9f89q7qR_Q
DexFit: 5 Minute Office Stretch Routine,I6YT9h_E8DE,Workout,6.05,18569,86,https://www.youtube.com/watch?v=I6YT9h_E8DE
Office Cardio Workout ✏ Office Workout 5 Minute Cardio,HfgNhNLBoTY,Workout,8.77,238,4,https://www.youtube.com/watch?v=HfgNhNLBoTY
Quick Office Workout - Quick 5 Minute Office Workout Routine,yyOpxurp95c,Workout,8.1,4025,6,https://www.youtube.com/watch?v=yyOpxurp95c
Office Workout (10 Minutes),OzfXqTpYUcg,Workout,9.55,22609,110,https://www.youtube.com/watch?v=OzfXqTpYUcg
Physio Neck Exercises Stretch &amp; Relieve Routine,yt3CpkmFAfc,Workout,5.17,3752515,41240,https://www.youtube.com/watch?v=yt3CpkmFAfc
5 minute office mobility,7NULOKtKucA,Workout,6.08,114,2,https://www.youtube.com/watch?v=7NULOKtKucA
5 MINUTE WORKOUT ANYWHERE,R4EKj2kiHWo,Workout,1.07,12759,156,https://www.youtube.com/watch?v=R4EKj2kiHWo
Quick Office Standing Stretches 5 Min. Upper/Lower Body Workout at Work,BsxBfhs0Qjc,Workout,5.27,5133,65,https://www.youtube.com/watch?v=BsxBfhs0Qjc
3-Minute Office Workouts,pHDmY_F6WLM,Workout,3.42,2030,5,https://www.youtube.com/watch?v=pHDmY_F6WLM
Desk Workout - 5 Minute Office Fitness &amp; Computer Workout w/ Jake Mace!,puJjT3DsP88,Workout,5.53,7762,258,https://www.youtube.com/watch?v=puJjT3DsP88
Take 5 Yoga Break!  |   Yoga Quickies  |  Yoga With Adriene,nQFf38xeBww,Workout,6.07,575027,11138,https://www.youtube.com/watch?v=nQFf38xeBww
"Energizing Seated STRETCH | Warm Up, Cool Down or Desk Break Workout | 5 Minute Friday FIX",SCoYPfYJPyI,Workout,6.73,10773,213,https://www.youtube.com/watch?v=SCoYPfYJPyI
5 Minute Office Break Workout Routine.wmv,ulNmLKfdKdo,Workout,5.72,5150,27,https://www.youtube.com/watch?v=ulNmLKfdKdo
10 MINUTE OFFICE WORKOUT #1,5ocxhP2CFEY,Workout,16.57,993,49,https://www.youtube.com/watch?v=5ocxhP2CFEY
Yoga at Your Desk,tAUf7aajBWE,Workout,6.4,1349386,15579,https://www.youtube.com/watch?v=tAUf7aajBWE
5 Minute Guided Meditation for Gratitude / Mindful Movement,OCorElLKFQE,Meditation,5.95,678789,10212,https://www.youtube.com/watch?v=OCorElLKFQE
5 Minute Guided Meditation | Quick 5 Minute Meditation to Relax and Recharge by Breethe.,8Xdwr4cRTVA,Meditation,5.98,326683,3672,https://www.youtube.com/watch?v=8Xdwr4cRTVA
5-Minute Meditation You Can Do Anywhere,inpok4MKVLM,Meditation,5.28,4806981,112742,https://www.youtube.com/watch?v=inpok4MKVLM
5 Minute Stress Relief Guided Meditation,L1QOh-n-eus,Meditation,5.02,426745,4993,https://www.youtube.com/watch?v=L1QOh-n-eus
"5 Minute Guided Morning Mindfulness Meditation - Focused, Calm, and Centered",n9ja1Wqkp1U,Meditation,6.2,102189,3155,https://www.youtube.com/watch?v=n9ja1Wqkp1U
5 Minute Guided Meditation For Positive Energy &amp; Thinking,z_4B2HGwh1A,Meditation,5.8,138759,3375,https://www.youtube.com/watch?v=z_4B2HGwh1A
5 MINUTE Calming Meditation (With Guiding Voice),i50ZAs7v9es,Meditation,5.42,3828998,34326,https://www.youtube.com/watch?v=i50ZAs7v9es
Mindfulness Guided Meditation - 5 Minutes,dEzbdLn2bJc,Meditation,5.33,1887711,12455,https://www.youtube.com/watch?v=dEzbdLn2bJc
5 Minute Quick Anxiety Reduction - Guided Mindfulness Meditation,MR57rug8NsM,Meditation,5.48,1258595,14899,https://www.youtube.com/watch?v=MR57rug8NsM
5 Minute Guided Meditation | The Future YOU,HHlXMt82P_E,Meditation,5.67,20060,863,https://www.youtube.com/watch?v=HHlXMt82P_E
5 MINUTE Guided Meditation ૐ  PEACE &amp; CLARITY,uPahMgtxnR0,Meditation,5.8,34162,814,https://www.youtube.com/watch?v=uPahMgtxnR0
Mindful Breathing Meditation (5 Minutes),nmFUDkj1Aq0,Meditation,5.38,1096745,8692,https://www.youtube.com/watch?v=nmFUDkj1Aq0
5 Minute Guided Meditation to Kickstart Your Morning,X_zPXQ-8D64,Meditation,5.97,178920,3230,https://www.youtube.com/watch?v=X_zPXQ-8D64
5 MINUTE Calming Meditation (With Guiding Voice) 2019 Edition,0QOuuGj_9_4,Meditation,5.32,70508,1085,https://www.youtube.com/watch?v=0QOuuGj_9_4
Short 5 Minute Guided Meditation for Mindfulness,WUASVHlfXeI,Meditation,5.83,7642,286,https://www.youtube.com/watch?v=WUASVHlfXeI
Guided Morning Meditation to Start The Day | 5 Minute Guided Meditation | ChriskaYoga,bw9tZmGneCs,Meditation,5.92,22850,466,https://www.youtube.com/watch?v=bw9tZmGneCs
Relax - A 5 Minute Guided Meditation for Deep Relaxation and Stress Relief,lUJ3nl7N35Q,Meditation,5.4,32868,218,https://www.youtube.com/watch?v=lUJ3nl7N35Q
LOVE YOURSELF! 5-Minute Power-Meditation (Guided Visualization),KD6Zr1V5CzQ,Meditation,4.95,41815,1411,https://www.youtube.com/watch?v=KD6Zr1V5CzQ
5 Minute Guided Meditation for Inner Peace and Calm,C7xRuGVfTPU,Meditation,6.18,6876,0,https://www.youtube.com/watch?v=C7xRuGVfTPU
5 MINUTE Calming Meditation (With Guiding Voice) - 2017 Updated Version,vsjeQ6Xf8_Y,Meditation,5.18,121127,1337,https://www.youtube.com/watch?v=vsjeQ6Xf8_Y
5 Minute Guided Meditation for Inner ✨Peace and Calm✨,THKdf2mY0zI,Meditation,5.33,185978,1900,https://www.youtube.com/watch?v=THKdf2mY0zI
5 Minute Guided Meditation for Letting Go of Everything! Resolve Old Issues (POWERFUL SCRIPT),MjEUHy6M2o4,Meditation,6.23,5483,227,https://www.youtube.com/watch?v=MjEUHy6M2o4
"5 Minute Guided Meditation for Gratitude, Positivity &amp; Abundance",uEwppoJVfEs,Meditation,5.75,8241,251,https://www.youtube.com/watch?v=uEwppoJVfEs
5 min Guided Morning Meditation with Positive Affirmations,ZizK2yBnncM,Meditation,7.68,702735,13723,https://www.youtube.com/watch?v=ZizK2yBnncM
5 MINUTE GUIDED MEDITATION - Reduce Anxiety &amp; Stress Quickly,XU3vuO7M3a4,Meditation,5.62,146015,552,https://www.youtube.com/watch?v=XU3vuO7M3a4
Gratitude Meditation (Strengthen Happiness),UhF8vLesRRc,Meditation,5.52,169196,1732,https://www.youtube.com/watch?v=UhF8vLesRRc
5 Minute Guided Meditation for Stress Relief,GEkJMRDhvsw,Meditation,6.4,308084,2370,https://www.youtube.com/watch?v=GEkJMRDhvsw
5 Minute Guided Meditation For Relaxation | Calming Work Break Meditation,UV3TQViKSck,Meditation,5.23,7099,129,https://www.youtube.com/watch?v=UV3TQViKSck
Five Minute Mindful Breathing,I-SFdhVwrVA,Meditation,5.02,211871,2232,https://www.youtube.com/watch?v=I-SFdhVwrVA
5-minute Guided Meditation for Self-Love and Self-Compassion ❤️ 😌,vrgLjLAG9mY,Meditation,4.6,22655,450,https://www.youtube.com/watch?v=vrgLjLAG9mY
Guided Meditation For Positive Energy 5 Minutes Quick Meditation To Start Your Day,GnMlxTyio-U,Meditation,5.18,1673,59,https://www.youtube.com/watch?v=GnMlxTyio-U
Simple 5 Minute Guided Meditation,7pBUi-sfLRg,Meditation,6.95,21132,212,https://www.youtube.com/watch?v=7pBUi-sfLRg
5 min clearing morning Guided meditation for positivity and grounding,s9b2y3Mg2n8,Meditation,5.55,1059800,16658,https://www.youtube.com/watch?v=s9b2y3Mg2n8
5 Min Guided Meditation Body Scan,dsmfIAyiois,Meditation,4.95,187107,933,https://www.youtube.com/watch?v=dsmfIAyiois
CALM &amp; RELAX | 5 Minute Guided Meditation | Stay Calm!,vRAtVGplDUA,Meditation,6.13,13243,81,https://www.youtube.com/watch?v=vRAtVGplDUA
5 Min Guided Meditation for Anxiety Relief | Relaxing Yoga Meditation | ChriskaYoga,zuOIrc2l6yE,Meditation,5.65,1669,41,https://www.youtube.com/watch?v=zuOIrc2l6yE
5 Minute Guided Meditation for Gratitude / Voice Only Meditation / Mindful Movement,niYf1Uzb-OQ,Meditation,5.95,9232,231,https://www.youtube.com/watch?v=niYf1Uzb-OQ
Guided Mindfulness Meditation- 5 minutes of Relaxation,JGZhGkfm9BQ,Meditation,7.07,72274,332,https://www.youtube.com/watch?v=JGZhGkfm9BQ
5 Minute Breathing Exercise - Guided Mindfulness Meditation 4K - Calming anxiety reduction,TXNECaIJPDI,Meditation,5.82,10186,270,https://www.youtube.com/watch?v=TXNECaIJPDI
5 Minute Mindfulness Meditation,erj8eaD_OmM,Meditation,7.6,186995,2983,https://www.youtube.com/watch?v=erj8eaD_OmM
Simple 5-Minute Guided Meditation For Beginners,Q-L2ZKYMsag,Meditation,4.53,127501,1227,https://www.youtube.com/watch?v=Q-L2ZKYMsag
The Five Minute Miracle - Daily Guided Meditation,utfw-rJUvy4,Meditation,5.57,2537747,14011,https://www.youtube.com/watch?v=utfw-rJUvy4
5-minute Guided Meditation | Gratitude &amp; Confidence,hDYu1mFE6AE,Meditation,4.52,18007,423,https://www.youtube.com/watch?v=hDYu1mFE6AE
Guided Meditation For Self Love and Healing 5 Minute Guided Power Meditation,RUrHSgw1D6c,Meditation,5.52,2787,87,https://www.youtube.com/watch?v=RUrHSgw1D6c
POSITIVE MIND in 5 Minutes Meditation,3RxXiFgkxGc,Meditation,5.03,3255822,39510,https://www.youtube.com/watch?v=3RxXiFgkxGc
5 Minute Guided Meditation,LapzI3cg9rY,Meditation,6.52,48424,317,https://www.youtube.com/watch?v=LapzI3cg9rY
